	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa
OG0021307					MGG_16364-t26_1-p1				
OG0021308					MGG_16365-t26_1-p1				
OG0021309					MGG_16366-t26_1-p1				
OG0021310					MGG_16367-t26_1-p1				
OG0021311					MGG_16368-t26_1-p1				
OG0021312					MGG_16369-t26_1-p1				
OG0021313					MGG_16370-t26_1-p1				
OG0021314					MGG_16371-t26_1-p1				
OG0021315					MGG_16371-t26_2-p1				
OG0021316					MGG_16372-t26_1-p1				
OG0021317					MGG_16376-t26_1-p1				
OG0021318					MGG_16378-t26_1-p1				
OG0021319					MGG_16379-t26_1-p1				
OG0021320					MGG_16380-t26_1-p1				
OG0021321					MGG_16381-t26_1-p1				
OG0021322					MGG_16383-t26_1-p1				
OG0021323					MGG_16384-t26_1-p1				
OG0021324					MGG_16385-t26_1-p1				
OG0021325					MGG_16386-t26_1-p1				
OG0021326					MGG_16387-t26_1-p1				
OG0021327					MGG_16390-t26_1-p1				
OG0021328					MGG_16391-t26_1-p1				
OG0021329					MGG_16394-t26_1-p1				
OG0021330					MGG_16396-t26_1-p1				
OG0021331					MGG_16397-t26_1-p1				
OG0021332					MGG_16399-t26_1-p1				
OG0021333					MGG_16401-t26_1-p1				
OG0021334					MGG_16402-t26_1-p1				
OG0021335					MGG_16403-t26_1-p1				
OG0021336					MGG_16404-t26_1-p1				
OG0021337					MGG_16405-t26_1-p1				
OG0021338					MGG_16406-t26_1-p1				
OG0021339					MGG_16407-t26_1-p1				
OG0021340					MGG_16411-t26_1-p1				
OG0021341					MGG_16412-t26_1-p1				
OG0021342					MGG_16413-t26_1-p1				
OG0021343					MGG_16414-t26_1-p1				
OG0021344					MGG_16416-t26_1-p1				
OG0021345					MGG_16420-t26_1-p1				
OG0021346					MGG_16421-t26_1-p1				
OG0021347					MGG_16422-t26_1-p1				
OG0021348					MGG_16423-t26_1-p1				
OG0021349					MGG_16426-t26_1-p1				
OG0021350					MGG_16430-t26_1-p1				
OG0021351					MGG_16431-t26_1-p1				
OG0021352					MGG_16433-t26_1-p1				
OG0021353					MGG_16434-t26_1-p1				
OG0021354					MGG_16435-t26_1-p1				
OG0021355					MGG_16436-t26_1-p1				
OG0021356					MGG_16437-t26_1-p1				
OG0021357					MGG_16438-t26_1-p1				
OG0021358					MGG_16439-t26_1-p1				
OG0021359					MGG_16440-t26_1-p1				
OG0021360					MGG_16446-t26_1-p1				
OG0021361					MGG_16447-t26_1-p1				
OG0021362					MGG_16448-t26_1-p1				
OG0021363					MGG_16449-t26_1-p1				
OG0021364					MGG_16450-t26_1-p1				
OG0021365					MGG_16451-t26_1-p1				
OG0021366					MGG_16452-t26_1-p1				
OG0021367					MGG_16453-t26_1-p1				
OG0021368					MGG_16454-t26_1-p1				
OG0021369					MGG_16454-t26_2-p1				
OG0021370					MGG_16458-t26_1-p1				
OG0021371					MGG_16463-t26_1-p1				
OG0021372					MGG_16464-t26_1-p1				
OG0021373					MGG_16466-t26_1-p1				
OG0021374					MGG_16467-t26_1-p1				
OG0021375					MGG_16468-t26_1-p1				
OG0021376					MGG_16469-t26_1-p1				
OG0021377					MGG_16470-t26_1-p1				
OG0021378					MGG_16471-t26_1-p1				
OG0021379					MGG_16474-t26_1-p1				
OG0021380					MGG_16475-t26_1-p1				
OG0021381					MGG_16476-t26_1-p1				
OG0021382					MGG_16478-t26_1-p1				
OG0021383					MGG_16479-t26_1-p1				
OG0021384					MGG_16480-t26_1-p1				
OG0021385					MGG_16482-t26_1-p1				
OG0021386					MGG_16483-t26_1-p1				
OG0021387					MGG_16484-t26_1-p1				
OG0021388					MGG_16485-t26_1-p1				
OG0021389					MGG_16487-t26_1-p1				
OG0021390					MGG_16488-t26_1-p1				
OG0021391					MGG_16489-t26_1-p1				
OG0021392					MGG_16493-t26_1-p1				
OG0021393					MGG_16494-t26_1-p1				
OG0021394					MGG_16495-t26_1-p1				
OG0021395					MGG_16496-t26_1-p1				
OG0021396					MGG_16497-t26_1-p1				
OG0021397					MGG_16498-t26_1-p1				
OG0021398					MGG_16499-t26_1-p1				
OG0021399					MGG_16500-t26_1-p1				
OG0021400					MGG_16501-t26_1-p1				
OG0021401					MGG_16502-t26_1-p1				
OG0021402					MGG_16503-t26_1-p1				
OG0021403					MGG_16504-t26_1-p1				
OG0021404					MGG_16505-t26_1-p1				
OG0021405					MGG_16506-t26_1-p1				
OG0021406					MGG_16507-t26_1-p1				
OG0021407					MGG_16508-t26_1-p1				
OG0021408					MGG_16509-t26_1-p1				
OG0021409					MGG_16510-t26_1-p1				
OG0021410					MGG_16511-t26_1-p1				
OG0021411					MGG_16512-t26_1-p1				
OG0021412					MGG_16513-t26_1-p1				
OG0021413					MGG_16514-t26_1-p1				
OG0021414					MGG_16515-t26_1-p1				
OG0021415					MGG_16516-t26_1-p1				
OG0021416					MGG_16517-t26_1-p1				
OG0021417					MGG_16518-t26_1-p1				
OG0021418					MGG_16519-t26_1-p1				
OG0021419					MGG_16521-t26_1-p1				
OG0021420					MGG_16522-t26_1-p1				
OG0021421					MGG_16523-t26_1-p1				
OG0021422					MGG_16524-t26_1-p1				
OG0021423					MGG_16525-t26_1-p1				
OG0021424					MGG_16526-t26_1-p1				
OG0021425					MGG_16527-t26_1-p1				
OG0021426					MGG_16529-t26_1-p1				
OG0021427					MGG_16533-t26_1-p1				
OG0021428					MGG_16536-t26_1-p1				
OG0021429					MGG_16537-t26_1-p1				
OG0021430					MGG_16540-t26_1-p1				
OG0021431					MGG_16541-t26_1-p1				
OG0021432					MGG_16542-t26_1-p1				
OG0021433					MGG_16543-t26_1-p1				
OG0021434					MGG_16544-t26_1-p1				
OG0021435					MGG_16545-t26_1-p1				
OG0021436					MGG_16546-t26_1-p1				
OG0021437					MGG_16548-t26_1-p1				
OG0021438					MGG_16549-t26_1-p1				
OG0021439					MGG_16550-t26_1-p1				
OG0021440					MGG_16551-t26_1-p1				
OG0021441					MGG_16552-t26_1-p1				
OG0021442					MGG_16553-t26_1-p1				
OG0021443					MGG_16554-t26_1-p1				
OG0021444					MGG_16556-t26_1-p1				
OG0021445					MGG_16557-t26_1-p1				
OG0021446					MGG_16561-t26_1-p1				
OG0021447					MGG_16563-t26_1-p1				
OG0021448					MGG_16564-t26_1-p1				
OG0021449					MGG_16566-t26_1-p1				
OG0021450					MGG_16567-t26_1-p1				
OG0021451					MGG_16568-t26_1-p1				
OG0021452					MGG_16569-t26_1-p1				
OG0021453					MGG_16570-t26_1-p1				
OG0021454					MGG_16573-t26_1-p1				
OG0021455					MGG_16577-t26_1-p1				
OG0021456					MGG_16578-t26_1-p1				
OG0021457					MGG_01169-t26_1-p1				
OG0021458					MGG_01181-t26_1-p1				
OG0021459					MGG_01188-t26_1-p1				
OG0021460					MGG_01201-t26_1-p1				
OG0021461					MGG_01211-t26_1-p1				
OG0021462					MGG_01213-t26_1-p1				
OG0021463					MGG_01214-t26_1-p1				
OG0021464					MGG_01246-t26_1-p1				
OG0021465					MGG_01275-t26_1-p1				
OG0021466					MGG_01276-t26_1-p1				
OG0021467					MGG_01289-t26_1-p1				
OG0021468					MGG_01334-t26_1-p1				
OG0021469					MGG_01338-t26_1-p1				
OG0021470					MGG_01356-t26_1-p1				
OG0021471					MGG_01358-t26_1-p1				
OG0021472					MGG_01366-t26_1-p1				
OG0021473					MGG_01372-t26_1-p1				
OG0021474					MGG_01374-t26_1-p1				
OG0021475					MGG_01388-t26_1-p1				
OG0021476					MGG_01397-t26_1-p1				
OG0021477					MGG_01401-t26_1-p1				
OG0021478					MGG_01408-t26_1-p1				
OG0021479					MGG_01411-t26_1-p1				
OG0021480					MGG_01413-t26_1-p1				
OG0021481					MGG_01431-t26_1-p1				
OG0021482					MGG_01438-t26_1-p1				
OG0021483					MGG_01442-t26_1-p1				
OG0021484					MGG_01455-t26_1-p1				
OG0021485					MGG_01458-t26_1-p1				
OG0021486					MGG_01465-t26_1-p1				
OG0021487					MGG_01487-t26_1-p1				
OG0021488					MGG_01530-t26_1-p1				
OG0021489					MGG_01532-t26_1-p1				
OG0021490					MGG_01560-t26_1-p1				
OG0021491					MGG_01612-t26_1-p1				
OG0021492					MGG_01651-t26_1-p1				
OG0021493					MGG_01684-t26_1-p1				
OG0021494					MGG_01700-t26_1-p1				
OG0021495					MGG_01701-t26_1-p1				
OG0021496					MGG_01830-t26_1-p1				
OG0021497					MGG_01839-t26_1-p1				
OG0021498					MGG_01850-t26_1-p1				
OG0021499					MGG_01851-t26_1-p1				
OG0021500					MGG_01859-t26_1-p1				
OG0021501					MGG_01861-t26_1-p1				
OG0021502					MGG_01867-t26_1-p1				
OG0021503					MGG_01875-t26_1-p1				
OG0021504					MGG_01879-t26_1-p1				
OG0021505					MGG_01891-t26_1-p1				
OG0021506					MGG_01900-t26_1-p1				
OG0021507					MGG_04353-t26_1-p1				
OG0021508					MGG_04354-t26_1-p1				
OG0021509					MGG_04382-t26_1-p1				
OG0021510					MGG_04384-t26_1-p1				
OG0021511					MGG_04448-t26_1-p1				
OG0021512					MGG_04450-t26_1-p1				
OG0021513					MGG_04451-t26_1-p1				
OG0021514					MGG_04452-t26_1-p1				
OG0021515					MGG_04457-t26_1-p1				
OG0021516					MGG_04461-t26_1-p1				
OG0021517					MGG_04533-t26_1-p1				
OG0021518					MGG_04570-t26_1-p1				
OG0021519					MGG_04573-t26_1-p1				
OG0021520					MGG_04603-t26_1-p1				
OG0021521					MGG_04673-t26_1-p1				
OG0021522					MGG_04723-t26_1-p1				
OG0021523					MGG_04728-t26_1-p1				
OG0021524					MGG_04819-t26_1-p1				
OG0021525					MGG_07022-t26_1-p1				
OG0021526					MGG_07029-t26_1-p1				
OG0021527					MGG_07043-t26_1-p1				
OG0021528					MGG_07050-t26_1-p1				
OG0021529					MGG_07057-t26_1-p1				
OG0021530					MGG_07100-t26_1-p1				
OG0021531					MGG_07144-t26_1-p1				
OG0021532					MGG_07153-t26_1-p1				
OG0021533					MGG_07170-t26_1-p1				
OG0021534					MGG_07184-t26_1-p1				
OG0021535					MGG_07206-t26_1-p1				
OG0021536					MGG_07217-t26_1-p1				
OG0021537					MGG_07235-t26_1-p1				
OG0021538					MGG_07247-t26_1-p1				
OG0021539					MGG_07251-t26_1-p1				
OG0021540					MGG_07253-t26_1-p1				
OG0021541					MGG_07290-t26_1-p1				
OG0021542					MGG_07292-t26_1-p1				
OG0021543					MGG_07303-t26_1-p1				
OG0021544					MGG_07320-t26_1-p1				
OG0021545					MGG_07344-t26_1-p1				
OG0021546					MGG_07347-t26_1-p1				
OG0021547					MGG_07348-t26_1-p1				
OG0021548					MGG_07349-t26_1-p1				
OG0021549					MGG_07350-t26_1-p1				
OG0021550					MGG_07352-t26_1-p1				
OG0021551					MGG_07354-t26_1-p1				
OG0021552					MGG_07355-t26_1-p1				
OG0021553					MGG_07356-t26_1-p1				
OG0021554					MGG_07358-t26_1-p1				
OG0021555					MGG_07362-t26_1-p1				
OG0021556					MGG_07363-t26_1-p1				
OG0021557					MGG_07986-t26_1-p1				
OG0021558					MGG_07993-t26_1-p1				
OG0021559					MGG_07994-t26_1-p1				
OG0021560					MGG_07995-t26_1-p1				
OG0021561					MGG_08018-t26_1-p1				
OG0021562					MGG_08024-t26_1-p1				
OG0021563					MGG_08027-t26_1-p1				
OG0021564					MGG_08037-t26_1-p1				
OG0021565					MGG_08039-t26_1-p1				
OG0021566					MGG_08040-t26_1-p1				
OG0021567					MGG_08043-t26_1-p1				
OG0021568					MGG_08086-t26_1-p1				
OG0021569					MGG_08119-t26_1-p1				
OG0021570					MGG_08155-t26_1-p1				
OG0021571					MGG_08155-t26_2-p1				
OG0021572					MGG_08179-t26_1-p1				
OG0021573					MGG_08188-t26_1-p1				
OG0021574					MGG_08191-t26_1-p1				
OG0021575					MGG_08193-t26_1-p1				
OG0021576					MGG_08194-t26_1-p1				
OG0021577					MGG_08197-t26_1-p1				
OG0021578					MGG_08214-t26_1-p1				
OG0021579					MGG_08218-t26_1-p1				
OG0021580					MGG_08230-t26_1-p1				
OG0021581					MGG_08246-t26_1-p1				
OG0021582					MGG_08253-t26_1-p1				
OG0021583					MGG_08276-t26_1-p1				
OG0021584					MGG_08277-t26_1-p1				
OG0021585					MGG_08287-t26_1-p1				
OG0021586					MGG_08287-t26_2-p1				
OG0021587					MGG_08296-t26_1-p1				
OG0021588					MGG_08296-t26_2-p1				
OG0021589					MGG_08313-t26_1-p1				
OG0021590					MGG_08316-t26_1-p1				
OG0021591					MGG_08328-t26_1-p1				
OG0021592					MGG_08334-t26_1-p1				
OG0021593					MGG_08346-t26_1-p1				
OG0021594					MGG_08348-t26_1-p1				
OG0021595					MGG_08351-t26_1-p1				
OG0021596					MGG_08353-t26_1-p1				
OG0021597					MGG_08354-t26_1-p1				
OG0021598					MGG_08355-t26_1-p1				
OG0021599					MGG_08372-t26_1-p1				
OG0021600					MGG_08373-t26_1-p1				
OG0021601					MGG_08374-t26_1-p1				
OG0021602					MGG_08376-t26_1-p1				
OG0021603					MGG_08379-t26_1-p1				
OG0021604					MGG_08395-t26_1-p1				
OG0021605					MGG_08398-t26_1-p1				
OG0021606					MGG_08399-t26_1-p1				
OG0021607					MGG_08406-t26_1-p1				
OG0021608					MGG_08407-t26_1-p1				
OG0021609					MGG_08410-t26_1-p1				
OG0021610					MGG_08411-t26_1-p1				
OG0021611					MGG_08414-t26_1-p1				
OG0021612					MGG_08830-t26_1-p1				
OG0021613					MGG_08890-t26_1-p1				
OG0021614					MGG_08899-t26_1-p1				
OG0021615					MGG_08926-t26_1-p1				
OG0021616					MGG_08936-t26_1-p1				
OG0021617					MGG_08940-t26_1-p1				
OG0021618					MGG_08941-t26_1-p1				
OG0021619					MGG_08943-t26_1-p1				
OG0021620					MGG_08944-t26_1-p1				
OG0021621					MGG_08946-t26_1-p1				
OG0021622					MGG_08952-t26_1-p1				
OG0021623					MGG_08957-t26_1-p1				
OG0021624					MGG_08962-t26_1-p1				
OG0021625					MGG_08973-t26_1-p1				
OG0021626					MGG_08973-t26_2-p1				
OG0021627					MGG_08986-t26_1-p1				
OG0021628					MGG_08987-t26_1-p1				
OG0021629					MGG_08990-t26_1-p1				
OG0021630					MGG_08992-t26_1-p1				
OG0021631					MGG_08999-t26_1-p1				
OG0021632					MGG_09001-t26_1-p1				
OG0021633					MGG_10436-t26_1-p1				
OG0021634					MGG_10445-t26_1-p1				
OG0021635					MGG_10452-t26_1-p1				
OG0021636					MGG_10458-t26_1-p1				
OG0021637					MGG_10460-t26_1-p1				
OG0021638					MGG_10468-t26_1-p1				
OG0021639					MGG_10471-t26_1-p1				
OG0021640					MGG_10478-t26_1-p1				
OG0021641					MGG_10483-t26_1-p1				
OG0021642					MGG_10485-t26_1-p1				
OG0021643					MGG_10487-t26_1-p1				
OG0021644					MGG_10498-t26_1-p1				
OG0021645					MGG_10725-t26_1-p1				
OG0021646					MGG_10728-t26_1-p1				
OG0021647					MGG_10732-t26_1-p1				
OG0021648					MGG_10733-t26_1-p1				
OG0021649					MGG_10735-t26_1-p1				
OG0021650					MGG_10804-t26_1-p1				
OG0021651					MGG_10810-t26_1-p1				
OG0021652					MGG_10968-t26_1-p1				
OG0021653					MGG_11146-t26_1-p1				
OG0021654					MGG_11147-t26_1-p1				
OG0021655					MGG_11155-t26_1-p1				
OG0021656					MGG_11156-t26_1-p1				
OG0021657					MGG_11166-t26_1-p1				
OG0021658					MGG_11167-t26_1-p1				
OG0021659					MGG_11169-t26_1-p1				
OG0021660					MGG_11179-t26_1-p1				
OG0021661					MGG_11280-t26_1-p1				
OG0021662					MGG_11284-t26_1-p1				
OG0021663					MGG_11285-t26_1-p1				
OG0021664					MGG_11286-t26_1-p1				
OG0021665					MGG_11292-t26_1-p1				
OG0021666					MGG_11300-t26_1-p1				
OG0021667					MGG_11304-t26_1-p1				
OG0021668					MGG_11378-t26_1-p1				
OG0021669					MGG_11397-t26_1-p1				
OG0021670					MGG_12290-t26_1-p1				
OG0021671					MGG_12302-t26_1-p1				
OG0021672					MGG_12303-t26_1-p1				
OG0021673					MGG_12313-t26_1-p1				
OG0021674					MGG_12323-t26_1-p1				
OG0021675					MGG_12330-t26_1-p1				
OG0021676					MGG_12348-t26_1-p1				
OG0021677					MGG_12350-t26_1-p1				
OG0021678					MGG_12366-t26_1-p1				
OG0021679					MGG_12383-t26_1-p1				
OG0021680					MGG_12388-t26_1-p1				
OG0021681					MGG_12400-t26_1-p1				
OG0021682					MGG_12410-t26_1-p1				
OG0021683					MGG_12426-t26_1-p1				
OG0021684					MGG_12444-t26_1-p1				
OG0021685					MGG_12445-t26_1-p1				
OG0021686					MGG_12469-t26_1-p1				
OG0021687					MGG_12475-t26_1-p1				
OG0021688					MGG_12479-t26_1-p1				
OG0021689					MGG_12481-t26_1-p1				
OG0021690					MGG_12484-t26_1-p1				
OG0021691					MGG_12488-t26_1-p1				
OG0021692					MGG_12491-t26_1-p1				
OG0021693					MGG_12492-t26_1-p1				
OG0021694					MGG_14081-t26_1-p1				
OG0021695					MGG_14082-t26_1-p1				
OG0021696					MGG_14091-t26_1-p1				
OG0021697					MGG_14093-t26_1-p1				
OG0021698					MGG_14109-t26_1-p1				
OG0021699					MGG_14113-t26_1-p1				
OG0021700					MGG_14324-t26_1-p1				
OG0021701					MGG_14326-t26_1-p1				
OG0021702					MGG_14398-t26_1-p1				
OG0021703					MGG_14730-t26_1-p1				
OG0021704					MGG_14732-t26_1-p1				
OG0021705					MGG_14734-t26_1-p1				
OG0021706					MGG_14736-t26_1-p1				
OG0021707					MGG_14741-t26_1-p1				
OG0021708					MGG_14743-t26_1-p1				
OG0021709					MGG_14745-t26_1-p1				
OG0021710					MGG_14753-t26_1-p1				
OG0021711					MGG_14758-t26_1-p1				
OG0021712					MGG_14760-t26_1-p1				
OG0021713					MGG_14777-t26_1-p1				
OG0021714					MGG_14779-t26_1-p1				
OG0021715					MGG_14783-t26_1-p1				
OG0021716					MGG_14792-t26_1-p1				
OG0021717					MGG_14793-t26_1-p1				
OG0021718					MGG_14794-t26_1-p1				
OG0021719					MGG_14802-t26_1-p1				
OG0021720					MGG_14810-t26_1-p1				
OG0021721					MGG_14812-t26_1-p1				
OG0021722					MGG_15052-t26_1-p1				
OG0021723					MGG_15056-t26_1-p1				
OG0021724					MGG_15058-t26_1-p1				
OG0021725					MGG_15059-t26_1-p1				
OG0021726					MGG_15063-t26_1-p1				
OG0021727					MGG_15066-t26_1-p1				
OG0021728					MGG_15068-t26_1-p1				
OG0021729					MGG_15070-t26_1-p1				
OG0021730					MGG_15071-t26_1-p1				
OG0021731					MGG_15077-t26_1-p1				
OG0021732					MGG_15084-t26_1-p1				
OG0021733					MGG_15095-t26_1-p1				
OG0021734					MGG_15096-t26_1-p1				
OG0021735					MGG_15101-t26_1-p1				
OG0021736					MGG_15106-t26_1-p1				
OG0021737					MGG_15107-t26_1-p1				
OG0021738					MGG_15322-t26_1-p1				
OG0021739					MGG_15324-t26_1-p1				
OG0021740					MGG_15326-t26_1-p1				
OG0021741					MGG_15327-t26_1-p1				
OG0021742					MGG_15330-t26_1-p1				
OG0021743					MGG_15332-t26_1-p1				
OG0021744					MGG_15335-t26_1-p1				
OG0021745					MGG_15336-t26_1-p1				
OG0021746					MGG_15338-t26_1-p1				
OG0021747					MGG_15401-t26_1-p1				
OG0021748					MGG_15408-t26_1-p1				
OG0021749					MGG_15409-t26_1-p1				
OG0021750					MGG_15410-t26_1-p1				
OG0021751					MGG_15483-t26_1-p1				
OG0021752					MGG_15493-t26_1-p1				
OG0021753					MGG_15497-t26_1-p1				
OG0021754					MGG_15498-t26_1-p1				
OG0021755					MGG_15499-t26_1-p1				
OG0021756					MGG_15500-t26_1-p1				
OG0021757					MGG_15501-t26_1-p1				
OG0021758					MGG_15501-t26_2-p1				
OG0021759					MGG_15502-t26_1-p1				
OG0021760					MGG_15503-t26_1-p1				
OG0021761					MGG_15504-t26_1-p1				
OG0021762					MGG_15505-t26_1-p1				
OG0021763					MGG_15506-t26_1-p1				
OG0021764					MGG_15507-t26_1-p1				
OG0021765					MGG_15510-t26_1-p1				
OG0021766					MGG_15511-t26_1-p1				
OG0021767					MGG_15512-t26_1-p1				
OG0021768					MGG_15513-t26_1-p1				
OG0021769					MGG_15515-t26_1-p1				
OG0021770					MGG_15516-t26_1-p1				
OG0021771					MGG_15518-t26_1-p1				
OG0021772					MGG_15519-t26_1-p1				
OG0021773					MGG_15520-t26_1-p1				
OG0021774					MGG_15521-t26_1-p1				
OG0021775					MGG_15524-t26_1-p1				
OG0021776					MGG_15525-t26_1-p1				
OG0021777					MGG_15526-t26_1-p1				
OG0021778					MGG_15529-t26_1-p1				
OG0021779					MGG_15530-t26_1-p1				
OG0021780					MGG_15531-t26_1-p1				
OG0021781					MGG_15533-t26_1-p1				
OG0021782					MGG_15534-t26_1-p1				
OG0021783					MGG_15538-t26_1-p1				
OG0021784					MGG_15539-t26_1-p1				
OG0021785					MGG_15541-t26_1-p1				
OG0021786					MGG_15542-t26_1-p1				
OG0021787					MGG_15543-t26_1-p1				
OG0021788					MGG_15544-t26_1-p1				
OG0021789					MGG_15545-t26_1-p1				
OG0021790					MGG_15546-t26_1-p1				
OG0021791					MGG_15547-t26_1-p1				
OG0021792					MGG_15548-t26_1-p1				
OG0021793					MGG_15549-t26_1-p1				
OG0021794					MGG_15550-t26_1-p1				
OG0021795					MGG_15551-t26_1-p1				
OG0021796					MGG_15552-t26_1-p1				
OG0021797					MGG_15555-t26_1-p1				
OG0021798					MGG_15556-t26_1-p1				
OG0021799					MGG_15557-t26_1-p1				
OG0021800					MGG_15558-t26_1-p1				
OG0021801					MGG_15559-t26_1-p1				
OG0021802					MGG_15560-t26_1-p1				
OG0021803					MGG_15561-t26_1-p1				
OG0021804					MGG_15562-t26_1-p1				
OG0021805					MGG_15567-t26_1-p1				
OG0021806					MGG_15568-t26_1-p1				
OG0021807					MGG_15569-t26_1-p1				
OG0021808					MGG_15570-t26_1-p1				
OG0021809					MGG_15571-t26_1-p1				
OG0021810					MGG_15572-t26_1-p1				
OG0021811					MGG_15573-t26_1-p1				
OG0021812					MGG_15574-t26_1-p1				
OG0021813					MGG_15575-t26_1-p1				
OG0021814					MGG_15578-t26_1-p1				
OG0021815					MGG_15579-t26_1-p1				
OG0021816					MGG_15581-t26_1-p1				
OG0021817					MGG_15584-t26_1-p1				
OG0021818					MGG_15585-t26_1-p1				
OG0021819					MGG_15586-t26_1-p1				
OG0021820					MGG_15587-t26_1-p1				
OG0021821					MGG_15588-t26_1-p1				
OG0021822					MGG_15589-t26_1-p1				
OG0021823					MGG_15590-t26_1-p1				
OG0021824					MGG_15591-t26_1-p1				
OG0021825					MGG_15592-t26_1-p1				
OG0021826					MGG_15593-t26_1-p1				
OG0021827					MGG_15594-t26_1-p1				
OG0021828					MGG_15595-t26_1-p1				
OG0021829					MGG_15596-t26_1-p1				
OG0021830					MGG_15597-t26_1-p1				
OG0021831					MGG_15602-t26_1-p1				
OG0021832					MGG_15603-t26_1-p1				
OG0021833					MGG_15604-t26_1-p1				
OG0021834					MGG_15605-t26_1-p1				
OG0021835					MGG_15608-t26_1-p1				
OG0021836					MGG_15609-t26_1-p1				
OG0021837					MGG_15610-t26_1-p1				
OG0021838					MGG_15611-t26_1-p1				
OG0021839					MGG_15613-t26_1-p1				
OG0021840					MGG_15614-t26_1-p1				
OG0021841					MGG_15615-t26_1-p1				
OG0021842					MGG_15616-t26_1-p1				
OG0021843					MGG_15617-t26_1-p1				
OG0021844					MGG_15618-t26_1-p1				
OG0021845					MGG_15618-t26_2-p1				
OG0021846					MGG_15619-t26_1-p1				
OG0021847					MGG_15620-t26_1-p1				
OG0021848					MGG_15621-t26_1-p1				
OG0021849					MGG_15623-t26_1-p1				
OG0021850					MGG_15625-t26_1-p1				
OG0021851					MGG_15626-t26_1-p1				
OG0021852					MGG_15627-t26_1-p1				
OG0021853					MGG_15628-t26_1-p1				
OG0021854					MGG_15628-t26_2-p1				
OG0021855					MGG_15629-t26_1-p1				
OG0021856					MGG_15630-t26_1-p1				
OG0021857					MGG_15631-t26_1-p1				
OG0021858					MGG_15632-t26_1-p1				
OG0021859					MGG_15633-t26_1-p1				
OG0021860					MGG_15634-t26_1-p1				
OG0021861					MGG_15635-t26_1-p1				
OG0021862					MGG_15638-t26_1-p1				
OG0021863					MGG_15639-t26_1-p1				
OG0021864					MGG_15640-t26_1-p1				
OG0021865					MGG_15641-t26_1-p1				
OG0021866					MGG_15642-t26_1-p1				
OG0021867					MGG_15643-t26_1-p1				
OG0021868					MGG_15644-t26_1-p1				
OG0021869					MGG_15647-t26_1-p1				
OG0021870					MGG_15648-t26_1-p1				
OG0021871					MGG_15649-t26_1-p1				
OG0021872					MGG_15650-t26_1-p1				
OG0021873					MGG_15651-t26_1-p1				
OG0021874					MGG_15652-t26_1-p1				
OG0021875					MGG_15653-t26_1-p1				
OG0021876					MGG_15654-t26_1-p1				
OG0021877					MGG_15655-t26_1-p1				
OG0021878					MGG_15656-t26_1-p1				
OG0021879					MGG_15657-t26_1-p1				
OG0021880					MGG_15658-t26_1-p1				
OG0021881					MGG_15659-t26_1-p1				
OG0021882					MGG_15660-t26_1-p1				
OG0021883					MGG_15661-t26_1-p1				
OG0021884					MGG_15662-t26_1-p1				
OG0021885					MGG_15663-t26_1-p1				
OG0021886					MGG_15664-t26_1-p1				
OG0021887					MGG_15665-t26_1-p1				
OG0021888					MGG_15666-t26_1-p1				
OG0021889					MGG_15673-t26_1-p1				
OG0021890					MGG_15674-t26_1-p1				
OG0021891					MGG_15676-t26_1-p1				
OG0021892					MGG_15677-t26_1-p1				
OG0021893					MGG_15678-t26_1-p1				
OG0021894					MGG_15679-t26_1-p1				
OG0021895					MGG_15680-t26_1-p1				
OG0021896					MGG_15681-t26_1-p1				
OG0021897					MGG_15683-t26_1-p1				
OG0021898					MGG_15684-t26_1-p1				
OG0021899					MGG_15685-t26_1-p1				
OG0021900					MGG_15686-t26_1-p1				
OG0021901					MGG_15687-t26_1-p1				
OG0021902					MGG_15689-t26_1-p1				
OG0021903					MGG_15690-t26_1-p1				
OG0021904					MGG_15691-t26_1-p1				
OG0021905					MGG_15692-t26_1-p1				
OG0021906					MGG_15693-t26_1-p1				
OG0021907					MGG_15694-t26_1-p1				
OG0021908					MGG_15695-t26_1-p1				
OG0021909					MGG_15697-t26_1-p1				
OG0021910					MGG_15698-t26_1-p1				
OG0021911					MGG_15699-t26_1-p1				
OG0021912					MGG_15702-t26_1-p1				
OG0021913					MGG_15703-t26_1-p1				
OG0021914					MGG_15706-t26_1-p1				
OG0021915					MGG_15707-t26_1-p1				
OG0021916					MGG_15708-t26_1-p1				
OG0021917					MGG_15709-t26_1-p1				
OG0021918					MGG_15710-t26_1-p1				
OG0021919					MGG_15711-t26_1-p1				
OG0021920					MGG_15712-t26_1-p1				
OG0021921					MGG_15713-t26_1-p1				
OG0021922					MGG_15714-t26_1-p1				
OG0021923					MGG_15715-t26_1-p1				
OG0021924					MGG_15716-t26_1-p1				
OG0021925					MGG_15717-t26_1-p1				
OG0021926					MGG_15718-t26_1-p1				
OG0021927					MGG_15722-t26_1-p1				
OG0021928					MGG_15724-t26_1-p1				
OG0021929					MGG_15725-t26_1-p1				
OG0021930					MGG_15726-t26_1-p1				
OG0021931					MGG_15727-t26_1-p1				
OG0021932					MGG_15729-t26_1-p1				
OG0021933					MGG_15730-t26_1-p1				
OG0021934					MGG_15733-t26_1-p1				
OG0021935					MGG_15734-t26_1-p1				
OG0021936					MGG_15735-t26_1-p1				
OG0021937					MGG_15738-t26_1-p1				
